date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:20	846/846	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/google-translate.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/google-translate.svg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:21	16273/16273	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/overlay-shape-55.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/overlay-shape-55.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:23	330712/330712	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/world-map.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/world-map.svg	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:23	26082/26082	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/feature-pattern2.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/feature-pattern2.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:24	26082/26082	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/feature-pattern3.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/feature-pattern3.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:25	26082/26082	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/feature-pattern4.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/feature-pattern4.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:26	26039/26039	---M--	200	added ('OK')	image/png	date:Wed,%2020%20Sep%202023%2014:11:42%20GMT	https://ibeeanalytics.com/theme/img/feature-pattern1.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/theme/img/feature-pattern1.png	(from https://ibeeanalytics.com/theme/css/main.css)
17:11:27	121340/121340	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2001:49:01%20GMT	https://ibeeanalytics.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?1fa40e8900654d2863d011707b9fb6f2	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/bootstrap-icons/fonts/bootstrap-iconse52a.woff2	(from https://ibeeanalytics.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
17:11:29	164360/164360	---M--	200	added ('OK')	font/woff	date:Thu,%2019%20Oct%202023%2001:49:00%20GMT	https://ibeeanalytics.com/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?1fa40e8900654d2863d011707b9fb6f2	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/bootstrap-icons/fonts/bootstrap-iconse52a.woff	(from https://ibeeanalytics.com/assets/vendor/bootstrap-icons/bootstrap-icons.css)
17:11:30	454408/454408	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2019%20Oct%202023%2001:47:11%20GMT	https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.eot?t=1684338274817	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/remixicon/remixicon7001.eot	(from https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.css)
17:11:31	140648/140648	---M--	200	added ('OK')	font/woff2	date:Thu,%2019%20Oct%202023%2001:47:29%20GMT	https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.woff2?t=1684338274817	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/remixicon/remixicon7001.woff2	(from https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.css)
17:11:32	193172/193172	---M--	200	added ('OK')	font/woff	date:Thu,%2019%20Oct%202023%2001:47:28%20GMT	https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.woff?t=1684338274817	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/remixicon/remixicon7001.woff	(from https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.css)
17:11:34	454236/454236	---MCZ	200	added ('OK')	font/ttf	date:Thu,%2019%20Oct%202023%2001:47:27%20GMT	https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.ttf?t=1684338274817	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/remixicon/remixicon7001.ttf	(from https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.css)
17:11:36	2125973/2125973	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Oct%202023%2001:47:18%20GMT	https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.svg?t=1684338274817	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/vendor/remixicon/remixicon7001.svg	(from https://ibeeanalytics.com/assets/vendor/remixicon/remixicon.css)
17:11:36	47922/47922	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2001:44:48%20GMT	https://ibeeanalytics.com/assets/img/5149654.jpg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/img/5149654.jpg	(from https://ibeeanalytics.com/assets/css/style.css)
17:11:36	62369/62369	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2001:44:46%20GMT	https://ibeeanalytics.com/assets/img/15917680_5666022.jpg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/img/15917680_5666022.jpg	(from https://ibeeanalytics.com/assets/css/style.css)
17:11:38	119612/119612	---M--	200	added ('OK')	image/jpeg	date:Thu,%2019%20Oct%202023%2001:44:40%20GMT	https://ibeeanalytics.com/assets/img/14620629_5476534.jpg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/img/14620629_5476534.jpg	(from https://ibeeanalytics.com/assets/css/style.css)
17:11:38	551/551	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2019%20Oct%202023%2001:45:25%20GMT	https://ibeeanalytics.com/assets/img/team-shape.svg	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/img/team-shape.svg	(from https://ibeeanalytics.com/assets/css/style.css)
17:11:39	10959/10959	---M--	200	added ('OK')	image/png	date:Thu,%2019%20Oct%202023%2001:45:02%20GMT	https://ibeeanalytics.com/assets/img/footer-bg.png	C:/My%20Web%20Sites/ibee/ibeeanalytics.com/assets/img/footer-bg.png	(from https://ibeeanalytics.com/assets/css/style.css)
